handle,dataExtractionTime,rating,maxRating,nRatedContestParticipations,daysSinceRegistered,nSolvedProblems,nLastSolvedProblems,solvedProblemsPonderation,lastSolvedProblemsPonderation,solvedInterestingProblemsPonderation,lastSolvedInterestingProblemsPonderation,constancy,solvedProblemsMean,lastSolvedProblemsMean,performance1stLatestContest,performance2ndLatestContest,performance3rdLatestContest,performance4thLatestContest,ratingChange,futureRating
-linked-list-,1712502148.0,1365.0,1379.0,21.0,331.0,64.0,64.0,459556.78446050646,459556.78446050646,40153.60655618498,40153.60655618498,0.0025200511757028582,350.625,350.625,1323.0,1505.0,1553.0,1139.0,88.0,1453.0
vipplovve,1712502148.0,1214.0,1217.0,20.0,404.0,699.0,500.0,12643490.214664344,9768609.771439077,2719579.6684850343,2277534.9117087387,0.009309680944792325,668.5464949928469,705.0,1205.0,1265.0,1306.0,1631.0,73.0,1287.0
banna_3108,1712502148.0,1564.0,1566.0,16.0,181.0,56.0,56.0,457619.7791778297,457619.7791778297,60818.11140066136,60818.11140066136,0.0025917087537488497,350.2857142857143,350.2857142857143,1558.0,1578.0,1697.0,1586.0,32.0,1596.0
par-_-tho,1712502148.0,1381.0,1461.0,12.0,117.0,100.0,100.0,1385849.1504546038,1385849.1504546038,228049.310290379,228049.310290379,0.0024516358635026984,551.0,551.0,1558.0,1148.0,1395.0,1366.0,-52.0,1329.0
Od_Ali,1712502148.0,1545.0,1545.0,98.0,1053.0,1496.0,392.0,11652929.267952982,4580587.654169794,947086.5150014727,430851.57025521103,0.009309680944792325,352.32620320855614,484.59183673469386,1695.0,1390.0,1590.0,1804.0,80.0,1625.0
chiki_D,1712502148.0,1752.0,1898.0,182.0,1092.0,697.0,56.0,9611088.130096288,805976.4150062008,1921955.414730526,167128.85523898047,0.0025917087537488497,529.635581061693,523.0,1671.0,1731.0,2056.0,1612.0,-180.0,1572.0
1mperator,1712502148.0,1483.0,1514.0,23.0,251.0,79.0,79.0,642693.3837507695,642693.3837507695,106859.48899025413,106859.48899025413,0.0023237409773070945,353.7088607594937,353.7088607594937,1564.0,1282.0,1760.0,1765.0,-14.0,1469.0
greensignal,1712502148.0,1591.0,1689.0,62.0,980.0,331.0,38.0,1187152.1655476163,258332.3267929199,104583.4693972781,37426.45676629323,0.0025917087537488497,170.93353474320242,285.3157894736842,1297.0,1947.0,1837.0,1840.0,-119.0,1472.0
nazmulnns2066,1712502148.0,1530.0,1811.0,246.0,1432.0,1969.0,192.0,30883470.7908086,4928928.702108263,7943936.457512995,1756607.6500758356,0.013662172973388823,543.844591163027,808.0208333333334,1578.0,1151.0,1260.0,1922.0,204.0,1734.0
uday2801,1712502148.0,1318.0,1352.0,63.0,602.0,404.0,131.0,5350784.329839896,1919162.4456622493,909311.5485305972,391737.159208131,0.002263904014822803,533.980198019802,569.0229007633587,1336.0,1345.0,1229.0,1244.0,72.0,1390.0
shourov,1712502148.0,1217.0,1316.0,74.0,738.0,554.0,308.0,9595109.77196243,6113641.702916938,2065206.068304511,1520699.2003581228,0.0023237409773070945,648.3429602888086,714.1688311688312,1355.0,1198.0,955.0,1264.0,133.0,1350.0
Shyren,1712502148.0,1397.0,1397.0,16.0,941.0,203.0,106.0,2434757.326835527,1059876.763356538,327661.8535674314,117796.22839406063,0.04635605374991679,479.8472906403941,427.52830188679246,1601.0,1458.0,1250.0,1466.0,148.0,1545.0
650iq,1712502148.0,1274.0,1419.0,63.0,1455.0,358.0,104.0,6412414.3859506,1648751.6330486252,1360812.4430139642,342548.05184624187,0.0023237409773070945,651.4189944134079,601.0,1400.0,1232.0,1286.0,1313.0,51.0,1325.0
og_prakash,1712502148.0,1758.0,1802.0,141.0,1340.0,1438.0,98.0,20354525.593077175,1430445.1970863913,4155470.391931905,322288.5040300159,0.0025200511757028582,544.7816411682893,552.204081632653,1626.0,1802.0,1871.0,1959.0,-227.0,1531.0
DarkKnight44,1712502148.0,1414.0,1431.0,25.0,250.0,82.0,82.0,858924.1508224319,858924.1508224319,135856.9138716419,135856.9138716419,0.0023237409773070945,442.0975609756098,442.0975609756098,1465.0,1325.0,1391.0,1710.0,55.0,1469.0
carnation13,1712502148.0,1682.0,2010.0,70.0,899.0,383.0,35.0,8603517.90779005,608262.9305250557,1725432.0135719432,132581.9648150307,0.0023237409773070945,737.0600522193212,612.2857142857143,1973.0,958.0,1974.0,1881.0,231.0,1913.0
Sea_plus_plus,1712502148.0,1297.0,1297.0,40.0,539.0,332.0,158.0,3815003.21292349,2204071.2957410514,425707.5927797214,309429.63706069207,0.005421836937532231,484.6265060240964,553.632911392405,1540.0,1129.0,1272.0,1227.0,-21.0,1276.0
Xx_star,1712502148.0,1224.0,1266.0,17.0,520.0,156.0,97.0,2148573.128363182,1484042.7768994146,312060.2419256405,245567.26023635382,0.0022065917115393877,551.6410256410256,589.4020618556701,1317.0,1484.0,856.0,1128.0,181.0,1405.0
fr200110217102,1712502148.0,2096.0,2414.0,115.0,1303.0,584.0,42.0,9205221.4791899,653823.0463175655,2001295.4634112734,165656.12607418545,0.0023237409773070945,563.931506849315,554.0,2054.0,2203.0,1929.0,2180.0,238.0,2334.0
kumzerikov,1712502148.0,1815.0,1815.0,93.0,1894.0,177.0,49.0,1582343.1837741788,472464.64010833093,240445.1795125426,79973.90116637565,0.0023237409773070945,386.6949152542373,407.44897959183675,1863.0,2036.0,1891.0,1924.0,-37.0,1778.0
Adarsh_Rao,1712502148.0,1273.0,1306.0,73.0,899.0,601.0,91.0,7174860.123217777,1514264.374702363,884256.8183373567,332225.25085079845,0.0025200511757028582,501.7088186356073,627.0,1294.0,1338.0,1050.0,1693.0,-73.0,1200.0
AhmedEhab,1712502148.0,1225.0,1277.0,40.0,1163.0,488.0,345.0,8316344.8243279895,6387812.328570765,1638601.9100129113,1439998.5868761337,0.18681868729787798,636.0655737704918,675.8695652173913,1399.0,948.0,1129.0,1445.0,109.0,1334.0
vinay_panwar,1712502148.0,1752.0,1752.0,61.0,413.0,813.0,435.0,8515253.328281477,5630246.888910415,1204098.3566283954,993846.6889739991,0.0022065917115393877,440.1279212792128,511.67816091954023,1929.0,1744.0,1640.0,1844.0,4.0,1756.0
IgrisTheRed,1712502148.0,1247.0,1471.0,43.0,474.0,267.0,259.0,3476362.7430471643,3398169.855269217,461803.3680170094,460303.22702363576,0.009309680944792325,535.3970037453183,537.942084942085,1319.0,956.0,1123.0,1357.0,157.0,1404.0
atori,1712502148.0,1300.0,1402.0,18.0,475.0,331.0,198.0,6502517.919800648,4325270.84698067,1832345.228451496,1281403.2183793762,0.002151657414559676,686.1027190332326,738.8888888888889,1102.0,1258.0,1465.0,1366.0,-2.0,1298.0
mj1000j,1712502148.0,1619.0,1784.0,40.0,560.0,76.0,44.0,784334.4404470549,486157.3174940103,124385.19444950816,81834.72160213928,0.0023237409773070945,432.3157894736842,458.27272727272725,1349.0,1484.0,1928.0,1658.0,283.0,1902.0
yk608521,1712502148.0,1220.0,1304.0,11.0,692.0,144.0,3.0,2325438.2037051236,78315.0560237302,414482.71177456394,23105.648660013852,0.002151657414559676,623.75,880.0,968.0,1412.0,1250.0,1364.0,77.0,1297.0
hygge42,1712502148.0,1286.0,1286.0,13.0,216.0,43.0,43.0,515720.82586318726,515720.82586318726,79405.65760398112,79405.65760398112,0.002745647223584333,500.04651162790697,500.04651162790697,1631.0,1060.0,1382.0,1132.0,-66.0,1220.0
sahenulislam,1712502148.0,1323.0,1522.0,235.0,1512.0,1289.0,151.0,20959740.4569576,2687030.79960324,4860165.636521021,695535.0093069378,0.0025917087537488497,602.4460822342902,640.5761589403974,1251.0,1686.0,1060.0,1103.0,149.0,1472.0
xwxac,1712502148.0,1277.0,1303.0,10.0,298.0,97.0,97.0,1641938.1182902416,1641938.1182902416,361865.4399413252,361865.4399413252,0.002151657414559676,629.1855670103092,629.1855670103092,1199.0,1423.0,1440.0,1315.0,-8.0,1269.0
singh_vikas,1712502148.0,1482.0,1482.0,28.0,555.0,323.0,300.0,3141886.772435544,3078415.6680874582,330566.14379535767,330566.14379535767,0.04635605374991679,421.71517027863774,439.6666666666667,1617.0,1653.0,1356.0,1413.0,-110.0,1372.0
Kiaaan,1712502148.0,1628.0,1799.0,33.0,635.0,439.0,257.0,14559179.14408899,8151471.789199923,2351300.4085592814,1079182.8778563992,0.0024516358635026984,966.9886104783599,926.0856031128404,2006.0,1457.0,1010.0,1608.0,115.0,1743.0
_Duck_Dot_Dot_Happy,1712502148.0,1433.0,1600.0,20.0,167.0,237.0,237.0,3585685.907063374,3585685.907063374,891443.4825384468,891443.4825384468,0.002151657414559676,556.451476793249,556.451476793249,1622.0,1151.0,1368.0,1291.0,157.0,1590.0
magga,1712502148.0,1504.0,2562.0,168.0,1768.0,1039.0,53.0,31483539.031386282,1948390.1977839544,5654106.069849625,152308.9036101893,0.002745647223584333,886.8565928777671,965.811320754717,1531.0,943.0,974.0,2088.0,394.0,1898.0
Dkboss3103,1712502148.0,1512.0,1512.0,44.0,636.0,286.0,223.0,3790904.2187024974,3356929.5085422653,735809.1092851172,690054.1040596694,0.009309680944792325,515.6223776223776,570.5112107623319,1689.0,1795.0,1309.0,1334.0,-59.0,1453.0
shdut0901,1712502148.0,1847.0,2110.0,165.0,3358.0,527.0,71.0,10465013.917542575,1211157.7786363582,2090711.7896610398,280168.7898472246,0.002745647223584333,667.9905123339659,598.0704225352113,2114.0,1881.0,1510.0,1936.0,-16.0,1831.0
venom246800,1712502148.0,1403.0,1693.0,40.0,1772.0,138.0,0.0,1582931.8202822257,0.0,307952.17713882506,0.0,0.0033126932999996885,467.28985507246375,0.0,1079.0,1553.0,1671.0,1346.0,72.0,1475.0
_Raihan__,1712502148.0,1519.0,1600.0,189.0,1451.0,2634.0,401.0,36782785.97766375,8169682.339751607,9107236.204285145,2454836.87110636,0.03681970233138893,513.9916476841306,680.2518703241896,1384.0,1948.0,1322.0,1276.0,52.0,1571.0
Subhashis_CSE,1712502148.0,1375.0,1596.0,418.0,3092.0,2408.0,138.0,43814055.258038424,2043623.8980020923,9174922.865774494,387160.4442954517,0.0024516358635026984,643.7292358803986,555.4347826086956,1630.0,1164.0,1311.0,1324.0,123.0,1498.0
crzy,1712502148.0,1769.0,1943.0,79.0,611.0,171.0,88.0,1672394.7214143744,985546.9776500275,274878.4461876729,183619.48234414821,0.0023237409773070945,404.09941520467834,445.77272727272725,1637.0,1561.0,1798.0,2206.0,-26.0,1743.0
siddharthtiwari3739,1712502148.0,1517.0,1517.0,41.0,441.0,267.0,256.0,3195078.7969257133,3176582.855042693,594033.6792214065,594033.6792214065,0.009309680944792325,474.38576779026215,489.25,1973.0,1242.0,1511.0,1242.0,-57.0,1460.0
n_suresh,1712502148.0,1358.0,1390.0,38.0,736.0,150.0,34.0,1269454.0384390827,376785.13121844735,125092.86552516263,65813.07579770409,0.0022065917115393877,392.0,462.5882352941176,1262.0,1636.0,1437.0,1094.0,72.0,1430.0
lalalajkl1,1712502148.0,1554.0,1554.0,19.0,506.0,74.0,71.0,561400.1300187607,560464.1684810894,79282.11476956935,79282.11476956935,0.0023237409773070945,327.0810810810811,338.9577464788732,1791.0,1481.0,1599.0,1341.0,102.0,1656.0
dostigator,1712502148.0,1380.0,1490.0,51.0,927.0,335.0,10.0,6903052.310811637,157253.14538974452,1580732.5851190893,38201.267738279894,0.0024516358635026984,700.8955223880597,590.0,1614.0,1653.0,972.0,1145.0,247.0,1627.0
Lcaokai,1712502148.0,1334.0,1416.0,18.0,206.0,191.0,191.0,2875092.5016518356,2875092.5016518356,542477.6516613753,542477.6516613753,0.0023237409773070945,571.7591623036649,571.7591623036649,1358.0,1362.0,1104.0,1288.0,140.0,1474.0
namanbhardwaj1454,1712502148.0,1351.0,1459.0,33.0,369.0,195.0,194.0,2306995.36161314,2303066.2078874633,365072.4804336046,365072.4804336046,0.0025917087537488497,487.97435897435895,489.2061855670103,1318.0,1386.0,1171.0,1430.0,256.0,1607.0
hnust_yangzimo,1712502148.0,1439.0,1460.0,10.0,193.0,33.0,33.0,437832.3582288708,437832.3582288708,110683.37438915855,110683.37438915855,0.0038091161436245385,503.42424242424244,503.42424242424244,1547.0,1277.0,1400.0,1661.0,-36.0,1403.0
arghyasadhukhan2004,1712502148.0,1320.0,1320.0,23.0,245.0,422.0,422.0,12066935.464963036,12066935.464963036,3728743.880283292,3728743.880283292,0.002263904014822803,908.4360189573459,908.4360189573459,1536.0,1350.0,1382.0,1068.0,-18.0,1302.0
Hata_no_Kokoro,1712502148.0,1948.0,2118.0,93.0,917.0,197.0,90.0,1862838.043790459,1104305.4633419449,321173.6787544737,242825.94046482389,0.0025917087537488497,397.6852791878173,478.6666666666667,2035.0,1760.0,2089.0,2071.0,82.0,2030.0
Meddle,1712502148.0,1340.0,1340.0,29.0,599.0,210.0,79.0,2135693.692291485,926985.9690129024,305815.99563629896,157472.71184113226,0.0023237409773070945,440.95238095238096,485.3164556962025,1616.0,1191.0,1243.0,1509.0,-47.0,1293.0
harshitop_4,1712502148.0,1400.0,1412.0,23.0,239.0,172.0,172.0,3473678.459106655,3473678.459106655,946685.8350790262,946685.8350790262,0.0022065917115393877,712.7906976744187,712.7906976744187,1565.0,1144.0,1829.0,1189.0,135.0,1535.0
feeder1,1712502148.0,2547.0,2653.0,68.0,3021.0,243.0,88.0,4118452.426718844,1498453.973134064,887309.0535763265,351807.0752230778,0.002745647223584333,612.2592592592592,620.0454545454545,2838.0,2051.0,2703.0,2675.0,149.0,2696.0
tiger3768,1712502148.0,1387.0,1398.0,17.0,206.0,114.0,114.0,1980045.7180021363,1980045.7180021363,464985.29189848603,464985.29189848603,0.002263904014822803,624.4035087719299,624.4035087719299,1408.0,1377.0,1501.0,1491.0,24.0,1411.0
XYSND,1712502148.0,1546.0,1546.0,12.0,556.0,28.0,17.0,208673.50887831475,202794.24575352337,23240.217517990928,23240.217517990928,0.0025917087537488497,300.42857142857144,454.0,1660.0,1967.0,1445.0,2444.0,309.0,1855.0
alexbrii,1712502148.0,1997.0,1997.0,111.0,1270.0,1140.0,185.0,16689292.848237058,3853381.8887640173,3503846.366661164,1074770.048509755,0.0024516358635026984,545.719298245614,695.972972972973,2129.0,2076.0,2149.0,1440.0,35.0,2032.0
code-N-runnn,1712502148.0,1237.0,1352.0,39.0,614.0,590.0,127.0,9122613.589505851,2458042.432462387,1582402.1219374645,615543.0152447567,0.002386261088503789,600.457627118644,699.2204724409448,1279.0,1043.0,1298.0,1422.0,89.0,1326.0
hnust_liuyongheng,1712502148.0,1467.0,1467.0,28.0,399.0,259.0,206.0,3499367.079117707,3142666.7297230805,674311.2476570992,634712.0359542599,0.0024516358635026984,516.011583011583,566.9805825242719,1713.0,1199.0,1669.0,1388.0,11.0,1478.0
-0.31,1712502148.0,1232.0,1285.0,15.0,243.0,85.0,85.0,1771043.1418065748,1771043.1418065748,348731.62683542504,348731.62683542504,0.0033126932999996885,715.0588235294117,715.0588235294117,1400.0,1047.0,1309.0,1144.0,186.0,1418.0
RimuruChan,1712502148.0,1404.0,1404.0,15.0,301.0,68.0,68.0,994516.9825300274,994516.9825300274,197158.65001074795,197158.65001074795,0.0025200511757028582,548.9411764705883,548.9411764705883,1575.0,1245.0,1531.0,1142.0,330.0,1734.0
frissky9,1712502148.0,1246.0,1349.0,93.0,716.0,518.0,204.0,6476171.919433141,3371390.626810386,912398.4719899546,657240.4535151375,0.0023237409773070945,515.969111969112,620.6666666666666,1156.0,1234.0,1311.0,1313.0,-27.0,1219.0
invertedwinger,1712502148.0,1958.0,1958.0,64.0,1205.0,215.0,63.0,2634022.3301443197,1086616.128369789,491029.2314442119,253656.41084037017,0.0022065917115393877,483.3953488372093,624.5396825396825,2033.0,1984.0,2012.0,2217.0,151.0,2109.0
PealHassan,1712502148.0,1579.0,1579.0,213.0,1512.0,1608.0,191.0,15121486.150366852,2677106.9553696527,2618301.597007771,651499.2452203006,0.0022065917115393877,379.7686567164179,501.1047120418848,1927.0,1535.0,1217.0,1561.0,-23.0,1556.0
demony,1712502148.0,1235.0,1590.0,101.0,2391.0,288.0,13.0,4963925.226425061,154337.17267140833,1033916.7958229017,19733.565687854818,0.009309680944792325,637.9166666666666,503.46153846153845,1418.0,922.0,1177.0,1195.0,-53.0,1182.0
Weslie,1712502148.0,1374.0,1374.0,19.0,650.0,98.0,27.0,1041445.947300318,388998.21704576956,171896.88735396252,79489.320525753,0.0038091161436245385,443.3469387755102,540.8148148148148,1419.0,1554.0,1183.0,1583.0,-34.0,1340.0
everflame,1712502148.0,1618.0,1618.0,29.0,360.0,52.0,51.0,707410.3110592158,704954.9968227076,160786.13633441032,160786.13633441032,0.0023237409773070945,522.3846153846154,529.0588235294117,1702.0,1818.0,1550.0,1643.0,63.0,1681.0
code_ccc,1712502148.0,1502.0,1502.0,34.0,393.0,497.0,295.0,6407639.356754218,4144974.088738438,1238995.843793486,926120.6555875342,0.0025917087537488497,498.2012072434608,525.7966101694915,1742.0,1524.0,1592.0,1239.0,-11.0,1491.0
Pragyanand,1712502148.0,1242.0,1242.0,46.0,586.0,139.0,128.0,2120759.5266874926,2025746.2323557418,337589.1636941872,332641.07224337955,0.009309680944792325,586.7769784172662,601.75,1395.0,1305.0,1105.0,1100.0,74.0,1316.0
Vineet0103,1712502148.0,1200.0,1253.0,28.0,488.0,333.0,214.0,5700731.694529085,4443542.837385605,1226248.3998974191,1150527.7465003827,0.0022065917115393877,643.5435435435436,737.8504672897196,1041.0,1406.0,1235.0,1143.0,193.0,1393.0
EJIC_B_KEDAX,1712502148.0,2302.0,2341.0,63.0,666.0,157.0,55.0,2135458.4703801363,959103.3131134287,441283.7788362074,255516.00183889733,0.004105850097566336,522.203821656051,632.5454545454545,2185.0,2389.0,2412.0,2809.0,148.0,2450.0
Faizal,1712502148.0,1673.0,1801.0,71.0,1083.0,495.0,257.0,9816998.003421629,6750111.861361326,1850690.695070546,1253963.8132550677,0.005421836937532231,661.7474747474747,815.715953307393,1934.0,1292.0,1810.0,1222.0,217.0,1890.0
VladaMG98,1712502148.0,2397.0,2460.0,159.0,4376.0,527.0,41.0,3930180.916199633,514352.5253567461,513037.31604293996,82725.29645316795,0.02980966337115817,322.54459203036055,505.4390243902439,2427.0,2582.0,2343.0,2345.0,-126.0,2271.0
MdoingIt,1712502148.0,1233.0,1286.0,16.0,183.0,121.0,121.0,2412528.08917327,2412528.08917327,602110.2374440717,602110.2374440717,0.013662172973388823,716.5867768595041,716.5867768595041,1533.0,977.0,1008.0,1118.0,82.0,1315.0
adityagarg0911,1712502148.0,1239.0,1337.0,56.0,551.0,462.0,300.0,10993026.235936811,8626170.804567238,2966125.0899131307,2567353.811220171,0.0726012066199879,798.012987012987,919.3333333333334,1182.0,1318.0,1241.0,1387.0,256.0,1495.0
DCODER_13,1712502148.0,1439.0,1480.0,53.0,476.0,190.0,91.0,1584966.579947949,930163.9375804168,249007.84449325746,180564.7415814706,0.0023237409773070945,369.42105263157896,423.6373626373626,1316.0,1531.0,1694.0,1407.0,22.0,1461.0
spider_void,1712502148.0,1298.0,1497.0,102.0,2553.0,409.0,34.0,7309771.387736102,597920.1441965477,1466333.1335674827,117299.74566045322,0.0024516358635026984,644.0537897310513,631.4117647058823,1082.0,1541.0,1571.0,1119.0,0.0,1298.0
starback24,1712502148.0,1298.0,1531.0,57.0,659.0,200.0,86.0,5166096.926488591,3080264.4762849854,384539.31262563256,120433.25111218961,0.0023237409773070945,770.0,969.4418604651163,1010.0,1469.0,1603.0,1201.0,47.0,1345.0
Astral__,1712502148.0,1875.0,1875.0,24.0,265.0,150.0,150.0,2016710.166027788,2016710.166027788,376929.179097521,376929.179097521,0.002151657414559676,505.0,505.0,2109.0,2040.0,1836.0,2117.0,27.0,1902.0
etian6795,1712502148.0,1805.0,1840.0,66.0,1407.0,160.0,49.0,1205147.095182514,402379.1893192338,115612.00615842333,37402.48741151561,0.0023237409773070945,351.25,378.6734693877551,1700.0,1930.0,1909.0,2164.0,-85.0,1720.0
RaghavKM,1712502148.0,1414.0,1414.0,20.0,877.0,362.0,353.0,4133868.6909050033,4092042.526524982,490127.54237908515,489186.93831785646,0.005421836937532231,484.3425414364641,489.9660056657224,1501.0,1877.0,1533.0,1192.0,34.0,1448.0
_1000000007,1712502148.0,1516.0,1657.0,26.0,260.0,143.0,143.0,2041158.6791638117,2041158.6791638117,437580.3053768871,437580.3053768871,0.0024516358635026984,509.1748251748252,509.1748251748252,1276.0,1926.0,1120.0,1575.0,-89.0,1427.0
shogo314,1712502148.0,1720.0,1733.0,23.0,1106.0,45.0,25.0,404510.5868205584,314538.7596849671,61916.691988523606,54359.200679507805,0.0023237409773070945,388.8888888888889,508.0,1774.0,1609.0,1865.0,1845.0,-13.0,1707.0
Mighty_boy,1712502148.0,1366.0,1366.0,38.0,371.0,447.0,383.0,4906621.6877135765,4512095.551645973,681192.072771342,656613.0676801112,0.013662172973388823,453.01565995525726,475.51436031331593,1477.0,1443.0,1570.0,1231.0,69.0,1435.0
swarajsingh606,1712502148.0,1201.0,1345.0,36.0,662.0,240.0,79.0,6850092.257416328,2537422.632096655,2238109.9537934917,931300.9742950805,0.013662172973388823,897.75,972.4177215189874,1219.0,1234.0,1125.0,1039.0,43.0,1244.0
SuperJ6,1712502148.0,2226.0,2319.0,141.0,2094.0,1582.0,35.0,37458255.91097627,579527.3796663521,8142339.543106221,144536.7280948734,0.002745647223584333,757.8179519595449,608.2857142857143,2082.0,2802.0,2368.0,1726.0,-51.0,2175.0
sunny2002,1712502148.0,1483.0,1483.0,40.0,1264.0,315.0,308.0,4163377.7815778414,4145338.0485129775,1058592.7531730835,1058592.7531730835,0.002151657414559676,498.26984126984127,505.6363636363636,1648.0,1512.0,1235.0,1563.0,-154.0,1329.0
fzcdream,1712502148.0,1473.0,1490.0,11.0,172.0,70.0,70.0,1190488.7425967543,1190488.7425967543,231634.57438484803,231634.57438484803,0.009309680944792325,594.1428571428571,594.1428571428571,1605.0,1513.0,1197.0,1424.0,303.0,1776.0
boktier_radid,1712502148.0,1231.0,1248.0,64.0,669.0,410.0,87.0,5324582.670777555,1286494.1219373473,722441.779695391,238366.80452157027,0.0024516358635026984,534.8536585365854,580.4942528735633,1267.0,1177.0,1188.0,1386.0,-79.0,1152.0
kanye_south,1712502148.0,1302.0,1302.0,51.0,1254.0,931.0,210.0,13204432.866609396,4733926.278878788,2073173.4642211474,1020995.7138689803,0.0023237409773070945,547.8388829215897,761.3333333333334,1485.0,1427.0,1089.0,1326.0,66.0,1368.0
Rishabh_king,1712502148.0,1270.0,1290.0,17.0,213.0,338.0,338.0,3825068.565744279,3825068.565744279,345889.3660192175,345889.3660192175,0.009309680944792325,490.94674556213016,490.94674556213016,1282.0,1335.0,1102.0,1647.0,132.0,1402.0
Shangguanyunxiao,1712502148.0,1535.0,1590.0,28.0,711.0,227.0,104.0,5170921.629520065,2384794.29456711,1026825.8558188142,674392.983747589,0.00282842712474619,718.3039647577092,734.2307692307693,1508.0,1559.0,1605.0,1442.0,42.0,1577.0
DhruvGarg007,1712502148.0,1277.0,1277.0,25.0,226.0,130.0,130.0,1808054.7031140232,1808054.7031140232,295029.08504099265,295029.08504099265,0.0023237409773070945,553.7692307692307,553.7692307692307,1484.0,1388.0,1490.0,752.0,124.0,1401.0
dineshre_123,1712502148.0,1200.0,1200.0,19.0,242.0,145.0,145.0,2289415.521155453,2289415.521155453,413832.904200284,413832.904200284,0.009309680944792325,612.4137931034483,612.4137931034483,1422.0,1237.0,1023.0,1213.0,64.0,1264.0
MASTERB4APRIL,1712502148.0,1849.0,1904.0,86.0,1114.0,520.0,337.0,7603926.772338629,5566050.9317563735,1463148.5562829867,1216017.1854422935,0.0025200511757028582,547.5384615384615,601.4451038575668,1807.0,1917.0,1869.0,1822.0,26.0,1875.0
tushar19280,1712502148.0,1639.0,1784.0,128.0,1394.0,740.0,241.0,10710860.340428483,3774210.3699393948,2166087.146617674,893794.7568931471,0.02345892598029808,554.3783783783783,579.2572614107884,1906.0,1568.0,1469.0,1365.0,-222.0,1417.0
wzj33300,1712502148.0,1715.0,1753.0,17.0,962.0,146.0,136.0,3703279.6001496366,3203796.804386932,613689.7358157065,501663.1890285493,0.009309680944792325,771.986301369863,729.8529411764706,1739.0,1656.0,1637.0,1873.0,166.0,1881.0
adfai,1712502148.0,1371.0,1371.0,26.0,343.0,88.0,79.0,880024.7362692135,837632.4250092533,109803.31160172753,109559.75667978999,0.0023237409773070945,431.27272727272725,449.253164556962,1665.0,1399.0,1168.0,1267.0,133.0,1504.0
WillAppear,1712502148.0,1607.0,1615.0,11.0,210.0,31.0,31.0,395528.03447319346,395528.03447319346,72720.42286070502,72720.42286070502,0.0033126932999996885,505.9032258064516,505.9032258064516,1760.0,1628.0,1571.0,1231.0,74.0,1681.0
Frankczy,1712502148.0,1503.0,1636.0,28.0,1000.0,125.0,93.0,1964389.835184924,876075.9968835311,442754.59538496163,136132.825017653,0.0025917087537488497,549.0,389.4731182795699,1761.0,1213.0,1587.0,1466.0,58.0,1561.0
Axeley,1712502148.0,1384.0,1384.0,13.0,259.0,51.0,51.0,740798.8138205906,740798.8138205906,92493.82814621602,92493.82814621602,0.02345892598029808,539.5294117647059,539.5294117647059,1723.0,1475.0,954.0,1355.0,270.0,1654.0
anathan,1712502148.0,1312.0,1479.0,40.0,299.0,143.0,130.0,2296087.087626074,2047879.906566087,374206.77554657427,337609.6551433289,0.002263904014822803,588.0,583.3846153846154,1363.0,1211.0,1284.0,1324.0,246.0,1558.0
darishkhan,1712502148.0,1398.0,1466.0,59.0,840.0,379.0,82.0,4610505.269107702,1373608.3552170917,807187.7203588642,259133.7713867227,0.0023237409773070945,483.5303430079156,600.780487804878,1374.0,1379.0,1262.0,1955.0,83.0,1481.0
mcwwky,1712502148.0,1338.0,1362.0,19.0,503.0,84.0,37.0,683338.7398261941,324363.0756461326,62990.17948345629,28198.911927640464,0.0024516358635026984,383.42857142857144,405.2432432432432,1413.0,1169.0,1502.0,1278.0,-230.0,1108.0
fightingxjz,1712502148.0,1256.0,1256.0,21.0,479.0,420.0,247.0,7201621.0024152035,5199235.720655688,1505349.974890183,1287270.414705326,0.0023237409773070945,629.2380952380952,727.8056680161943,1346.0,1325.0,1595.0,1173.0,0.0,1256.0
code_destructor,1712502148.0,1523.0,1523.0,19.0,684.0,89.0,47.0,785340.0291101467,486477.8435718562,136653.92805336806,81560.68902757381,0.0025917087537488497,370.2584269662921,425.93617021276594,1625.0,1414.0,1529.0,1869.0,-25.0,1498.0
moradiya84,1712502148.0,1681.0,1771.0,59.0,603.0,656.0,485.0,9720038.439929046,8708461.014875079,2198438.5244766767,2133184.8607034283,0.013662172973388823,553.4512195121952,646.0103092783505,1792.0,1488.0,1471.0,1963.0,68.0,1749.0
Alumin1um,1712502148.0,1709.0,1809.0,72.0,578.0,250.0,111.0,4106095.978193954,1728996.2600858652,939511.5813098083,438747.7111811221,0.0032052599164108073,589.0,577.4864864864865,1481.0,1713.0,2076.0,1723.0,132.0,1841.0
tourist_fantasy,1712502148.0,1234.0,1234.0,61.0,737.0,204.0,87.0,2831631.7722226204,1537646.518447005,460229.2160738947,340758.41007999785,0.002151657414559676,555.2156862745098,651.0574712643678,1366.0,1370.0,968.0,1409.0,-12.0,1222.0
Jarvis_Z,1712502148.0,1354.0,1401.0,23.0,263.0,151.0,149.0,3989160.542284837,3901196.1191127393,845466.8243548766,803893.6976502372,0.002386261088503789,833.4172185430464,827.8791946308725,1213.0,1500.0,1305.0,1443.0,67.0,1421.0
ChocoPudding,1712502148.0,1325.0,1325.0,16.0,971.0,52.0,38.0,527890.2140814365,445665.5621523984,61753.18128459342,59236.90924047737,0.0029154518950437317,446.15384615384613,493.42105263157896,1700.0,1335.0,1293.0,1280.0,-163.0,1162.0
